
;13049435;Carriers;Carriers Standard;SP;INT1; 3
;13049435;Nowlog;Nowlog Standard;SP;CAP.03; 7
;72710120;Nowlog;Nowlog Standard;DF;CAP.01; 4
;15910000;Carriers;Carriers Standard;SP;INT4; 7
;15910000;Nowlog;Nowlog Standard;SP;INT.02; 3
;65430000;Nowlog;Nowlog Standard;MA;INT.02; 17
;4015050;Carriers;Carriers Standard;SP;SP1; 1
;4015050;Nowlog;Nowlog Standard;SP;CAP.03; 5
;88101090;Nowlog;Nowlog Standard;SC;INT.02; 13
;30421112;Carriers;Carriers Standard;MG;CAP; 5
;30421112;Nowlog;Nowlog Standard;MG;CAP.01; 3
;12223720;Carriers;Carriers Standard;SP;INT3; 3
;12223720;Nowlog;Nowlog Standard;SP;CAP.03; 7
;9811270;Carriers;Carriers Standard;SP;SP2; 3
;9811270;Nowlog;Nowlog Standard;SP;CAP.03; 6
;39408231;Nowlog;Nowlog Standard;MG;INT.01; 9
;38402100;Nowlog;Nowlog Standard;MG;INT.01; 4
;11045500;Carriers;Carriers Standard;SP;INT3; 4
;11045500;Nowlog;Nowlog Standard;SP;CAP.03; 7
;11025011;Carriers;Carriers Standard;SP;INT3; 4
;11025011;Nowlog;Nowlog Standard;SP;CAP.03; 7
;41810110;Nowlog;Nowlog Standard;BA;CAP.01; 4
;28800000;Carriers;Carriers Standard;RJ;INT; 8
;28800000;Nowlog;Nowlog Standard;RJ;INT.02; 14
;34004300;Carriers;Carriers Standard;MG;INT; 7
;34004300;Nowlog;Nowlog Standard;MG;INT.01; 5
;96211490;Nowlog;Nowlog Standard;RS;INT.02; 15
;68515000;Nowlog;Nowlog Standard;PA;INT.02; 19
;2045010;Carriers;Carriers Standard;SP;SP1; 1
;2045010;Nowlog;Nowlog Standard;SP;CAP.03; 5
;4041052;Carriers;Carriers Standard;SP;SP1; 1
;4041052;Nowlog;Nowlog Standard;SP;CAP.03; 5
;2038030;Carriers;Carriers Standard;SP;SP1; 1
;2038030;Nowlog;Nowlog Standard;SP;CAP.03; 5
;93600000;Nowlog;Nowlog Standard;RS;INT.02; 15
;22250040;Carriers;Carriers Standard;RJ;CAP; 6
;22250040;Nowlog;Nowlog Standard;RJ;CAP.01; 11
;22231100;Carriers;Carriers Standard;RJ;CAP; 6
;22231100;Nowlog;Nowlog Standard;RJ;CAP.01; 11
;86060630;Nowlog;Nowlog Standard;PR;INT.02; 11
;9360150;Nowlog;Nowlog Standard;SP;CAP.03; 6
;24240210;Carriers;Carriers Standard;RJ;CAP; 8
;24240210;Nowlog;Nowlog Standard;RJ;INT.02; 14
;79022120;Nowlog;Nowlog Standard;MS;CAP.01; 5
;52020000;Nowlog;Nowlog Standard;PE;CAP.01; 5
;13024050;Carriers;Carriers Standard;SP;INT1; 3
;13024050;Nowlog;Nowlog Standard;SP;CAP.03; 7
;58039151;Nowlog;Nowlog Standard;PB;CAP.01; 5
;5592001;Carriers;Carriers Standard;SP;SP1; 1
;5592001;Nowlog;Nowlog Standard;SP;CAP.03; 5
;30840440;Carriers;Carriers Standard;MG;CAP; 5
;30840440;Nowlog;Nowlog Standard;MG;CAP.01; 3
;37550010;Nowlog;Nowlog Standard;MG;INT.01; 7
;70234050;Carriers;Carriers Standard;DF;CAP; 5
;70234050;Nowlog;Nowlog Standard;DF;CAP.01; 4
;13340752;Carriers;Carriers Standard;SP;INT1; 4
;13340752;Nowlog;Nowlog Standard;SP;INT.03; 7
;74115050;Nowlog;Nowlog Standard;GO;CAP.01; 4
;7097420;Carriers;Carriers Standard;SP;INT2; 4
;7097420;Nowlog;Nowlog Standard;SP;CAP.03; 6
;79622042;Nowlog;Nowlog Standard;MS;INT.02; 15
;75712520;Nowlog;Nowlog Standard;GO;INT.02; 12
;1405000;Carriers;Carriers Standard;SP;SP1; 1
;1405000;Nowlog;Nowlog Standard;SP;CAP.03; 5
;50610070;Nowlog;Nowlog Standard;PE;CAP.01; 5
;71680350;Carriers;Carriers Standard;DF;CAP; 6
;71680350;Nowlog;Nowlog Standard;DF;CAP.01; 4
;73770000;Nowlog;Nowlog Standard;GO;INT.02; 12
;93548090;Nowlog;Nowlog Standard;RS;INT.02; 15
;98400000;Nowlog;Nowlog Standard;RS;INT.02; 15
;55295490;Nowlog;Nowlog Standard;PE;INT.01; 7
;59615230;Nowlog;Nowlog Standard;RN;INT.01; 6
;4121001;Carriers;Carriers Standard;SP;SP1; 1
;4121001;Nowlog;Nowlog Standard;SP;CAP.03; 5
;20540001;Carriers;Carriers Standard;RJ;CAP; 6
;20540001;Nowlog;Nowlog Standard;RJ;CAP.01; 11
;5409001;Carriers;Carriers Standard;SP;SP1; 1
;5409001;Nowlog;Nowlog Standard;SP;CAP.03; 5
;13700000;Carriers;Carriers Standard;SP;INT4; 7
;13700000;Nowlog;Nowlog Standard;SP;INT.03; 7
;29101018;Carriers;Carriers Standard;ES;INT1; 6
;29101018;Nowlog;Nowlog Standard;ES;INT.01; 5
;96170000;Nowlog;Nowlog Standard;RS;INT.02; 15
;70254050;Carriers;Carriers Standard;DF;CAP; 5
;70254050;Nowlog;Nowlog Standard;DF;CAP.01; 4
;69060000;Nowlog;Nowlog Standard;AM;CAP.01; 9
;65073212;Nowlog;Nowlog Standard;MA;CAP.01; 6
;71918000;Carriers;Carriers Standard;DF;INT; 5
;71918000;Nowlog;Nowlog Standard;DF;CAP.01; 4
;1308030;Carriers;Carriers Standard;SP;SP1; 1
